,useridentifier,headers.x-session-id,id,event,timestamp,feed
60336,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,screen_view_lfp,2021-05-20 04:56:43.850,"{'screen_name': 'lfp', 'filters': 'cid~2002'}"
60356,60a5daf60da2c6793191eac5,MC52Z2U0NmthcW9kOA==,/fn/pagination,,2021-05-20 05:50:24.234,
60360,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5zaXVpdXg5bGlx,/apple/iphone-12-pro-cases/lp,,2021-05-20 04:58:06.616,
60361,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,screen_view_cp,2021-05-20 04:56:18.915,"{'screen_name': 'cp', 'filters': 'cid~1200'}"
60379,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/pagination,,2021-05-20 04:56:11.117,
60382,60a5daf60da2c6793191eac5,MC52Z2U0NmthcW9kOA==,/fn/pagination,,2021-05-20 05:51:12.663,
60450,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/tote-bags/lp,,2021-05-20 04:56:37.344,
60474,60a5798e0da2c6793191dca1,MC43Y3lvczRmZXpqNg==,/travel-organizers/lp,,2021-05-19 21:02:09.578,
60491,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5zaXVpdXg5bGlx,/,,2021-05-20 04:57:13.201,
60523,60a5daf60da2c6793191eac5,MC52Z2U0NmthcW9kOA==,/fn/,,2021-05-20 05:51:01.595,
60524,60a5daf60da2c6793191eac5,MC52Z2U0NmthcW9kOA==,/dailyobjects-tropical-lines-glass-case-cover-for-oneplus-8-pro/dp,,2021-05-20 05:51:13.271,
60529,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5zaXVpdXg5bGlx,/fn/nop,screen_view_lfp,2021-05-20 04:57:41.933,"{'screen_name': 'lfp', 'filters': 'brand~apple,cid~1801,color~army-green'}"
60550,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/duffle-bags/lp,,2021-05-20 04:56:29.717,
60598,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,screen_view_lp,2021-05-20 04:56:50.348,"{'screen_name': 'lp', 'filters': 'cid~2002'}"
60620,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5zaXVpdXg5bGlx,/fn/nop,screen_view_lfp,2021-05-20 04:57:55.483,"{'screen_name': 'lfp', 'filters': 'brand~apple,cid~1801,color~smurf-blue'}"
60719,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,view_cart,2021-05-20 04:57:15.175,"{'currency': 'INR', 'value': 3798, 'items': [[{'key': 'item_id', 'value': 'LUSH-MIDN-DOB-ORBIS-CROSSBODY-BAG', 'type': 'STRING'}, {'key': 'item_name', 'value': 'Lush Midnight - Orbis Crossbody Bag', 'type': 'STRING'}, {'key': 'item_category', 'value': '2001', 'type': 'STRING'}, {'key': 'price', 'value': 1799, 'type': 'DOUBLE'}, {'key': 'quantity', 'value': 1, 'type': 'INTEGER'}], [{'key': 'item_id', 'value': 'TURQ-STRI-DOB-TOT-BAG', 'type': 'STRING'}, {'key': 'item_name', 'value': 'Turquoise Stripes Classic Tote Bag', 'type': 'STRING'}, {'key': 'item_category', 'value': '2002', 'type': 'STRING'}, {'key': 'price', 'value': 1999, 'type': 'DOUBLE'}, {'key': 'quantity', 'value': 1, 'type': 'INTEGER'}]]}"
60725,60a5daf60da2c6793191eac5,MC52Z2U0NmthcW9kOA==,/fn/pagination,,2021-05-20 05:50:47.922,
60733,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/dailyobjects-turquoise-stripes-classic-tote-bag/dp,,2021-05-20 04:58:23.702,
60759,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5zaXVpdXg5bGlx,/fn/nop,screen_view_lfp,2021-05-20 04:57:48.666,"{'screen_name': 'lfp', 'filters': 'brand~apple,cid~1801,color~rainbow'}"
60795,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,screen_view_dp,2021-05-20 04:57:53.101,"{'screen_name': 'dp', 'filters': 'pid~LUSH-MIDN-DOB-ORBIS-CROSSBODY-BAG'}"
60796,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5zaXVpdXg5bGlx,/watch-bands/apple/lp,,2021-05-20 04:57:40.857,
60811,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5zaXVpdXg5bGlx,/,,2021-05-20 04:57:07.490,
60813,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5zaXVpdXg5bGlx,/fn/pagination,,2021-05-20 04:57:23.508,
60816,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5zaXVpdXg5bGlx,/fn/nop,view_item,2021-05-20 04:57:09.483,"{'currency': 'INR', 'value': 3499, 'items': [[{'key': 'item_id', 'value': 'PORT-MULT-FUN-UV-STER-CHRGE', 'type': 'STRING'}, {'key': 'item_name', 'value': 'Portable UV Sterilizer with Wireless Charging', 'type': 'STRING'}, {'key': 'item_category', 'value': '1502', 'type': 'STRING'}, {'key': 'price', 'value': 3499, 'type': 'DOUBLE'}, {'key': 'quantity', 'value': 1, 'type': 'INTEGER'}]]}"
60826,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/,,2021-05-20 04:57:33.767,
60842,60a5daf60da2c6793191eac5,MC52Z2U0NmthcW9kOA==,/fn/nop,screen_view_dp,2021-05-20 05:50:55.826,"{'screen_name': 'dp', 'filters': 'pid~GLAS-SUME-LINE-DOB-ON-8PRO'}"
60844,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,screen_view_lfp,2021-05-20 04:56:01.162,"{'screen_name': 'lfp', 'filters': 'cid~1203,color~blue,type~tallboi'}"
60858,60a5798e0da2c6793191dca1,MC43Y3lvczRmZXpqNg==,/fn/nop,screen_view_cp,2021-05-19 21:01:51.373,"{'screen_name': 'cp', 'filters': 'cid~1800'}"
60859,60a5798e0da2c6793191dca1,MC43Y3lvczRmZXpqNg==,/cp,,2021-05-19 21:01:54.281,
60870,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,screen_view_lp,2021-05-20 04:56:00.820,"{'screen_name': 'lp', 'filters': 'cid~1203,color~blue'}"
60882,60a5daf60da2c6793191eac5,MC52Z2U0NmthcW9kOA==,/fn/pagination,,2021-05-20 05:52:26.649,
60901,60a5798e0da2c6793191dca1,MC43Y3lvczRmZXpqNg==,/fn/nop,screen_view_cp,2021-05-19 21:01:56.185,"{'screen_name': 'cp', 'filters': 'cid~1100'}"
60902,60a5798e0da2c6793191dca1,MC43Y3lvczRmZXpqNg==,/fn/nop,screen_view_cp,2021-05-19 21:01:56.252,"{'screen_name': 'cp', 'filters': 'cid~1100'}"
60909,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5zaXVpdXg5bGlx,/fn/pagination,,2021-05-20 04:57:27.493,
60914,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,view_cart,2021-05-20 04:58:21.736,"{'currency': 'INR', 'value': 3798, 'items': [[{'key': 'item_id', 'value': 'LUSH-MIDN-DOB-ORBIS-CROSSBODY-BAG', 'type': 'STRING'}, {'key': 'item_name', 'value': 'Lush Midnight - Orbis Crossbody Bag', 'type': 'STRING'}, {'key': 'item_category', 'value': '2001', 'type': 'STRING'}, {'key': 'price', 'value': 1799, 'type': 'DOUBLE'}, {'key': 'quantity', 'value': 1, 'type': 'INTEGER'}], [{'key': 'item_id', 'value': 'TURQ-STRI-DOB-TOT-BAG', 'type': 'STRING'}, {'key': 'item_name', 'value': 'Turquoise Stripes Classic Tote Bag', 'type': 'STRING'}, {'key': 'item_category', 'value': '2002', 'type': 'STRING'}, {'key': 'price', 'value': 1999, 'type': 'DOUBLE'}, {'key': 'quantity', 'value': 1, 'type': 'INTEGER'}]]}"
60917,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5zaXVpdXg5bGlx,/watch-bands/apple/lp,,2021-05-20 04:57:47.716,
60919,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,screen_view_cp,2021-05-20 04:57:53.048,"{'screen_name': 'cp', 'filters': ''}"
60920,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/tote-bags/lp,,2021-05-20 04:56:58.022,
60939,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5zaXVpdXg5bGlx,/fn/pagination,,2021-05-20 04:57:35.128,
60945,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5zaXVpdXg5bGlx,/fn/nop,view_item,2021-05-20 04:58:16.153,"{'currency': 'INR', 'value': 1299, 'items': [[{'key': 'item_id', 'value': 'COMNDO-SRIS-BLK-CLR-DO-SS-GLS21ULTRA', 'type': 'STRING'}, {'key': 'item_name', 'value': 'Commando Series Black Clear Case Cover For Samsung Galaxy S21 Ultra', 'type': 'STRING'}, {'key': 'item_category', 'value': '1101', 'type': 'STRING'}, {'key': 'price', 'value': 1299, 'type': 'DOUBLE'}, {'key': 'quantity', 'value': 1, 'type': 'INTEGER'}]]}"
60954,60a5daf60da2c6793191eac5,MC52Z2U0NmthcW9kOA==,/oneplus/oneplus-8-pro-cases/lp,,2021-05-20 05:51:17.431,
60976,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,view_item,2021-05-20 04:57:52.869,"{'currency': 'INR', 'value': 1799, 'items': [[{'key': 'item_id', 'value': 'LUSH-MIDN-DOB-ORBIS-CROSSBODY-BAG', 'type': 'STRING'}, {'key': 'item_name', 'value': 'Lush Midnight - Orbis Crossbody Bag', 'type': 'STRING'}, {'key': 'item_category', 'value': '2001', 'type': 'STRING'}, {'key': 'price', 'value': 1799, 'type': 'DOUBLE'}, {'key': 'quantity', 'value': 1, 'type': 'INTEGER'}]]}"
60978,60a5daf60da2c6793191eac5,MC52Z2U0NmthcW9kOA==,/fn/,,2021-05-20 05:51:19.608,
61026,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5zaXVpdXg5bGlx,/watch-bands/apple/lp,,2021-05-20 04:57:54.259,
61053,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5zaXVpdXg5bGlx,/fn/pagination,,2021-05-20 04:57:51.628,
61062,60a5daf60da2c6793191eac5,MC5idmloYWk2bjExYQ==,/mobile-cases/rfp,,2021-05-20 10:48:50.757,
61063,60a5798e0da2c6793191dca1,MC43Y3lvczRmZXpqNg==,/fn/nop,screen_view_dp,2021-05-19 21:02:04.245,"{'screen_name': 'dp', 'filters': 'pid~TRAV-BUCK-DOB-PSPRT-COVER'}"
61081,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5zaXVpdXg5bGlx,/fn/,,2021-05-20 04:57:34.929,
61099,60a5798e0da2c6793191dca1,MC43Y3lvczRmZXpqNg==,/fn/nop,screen_view_cp,2021-05-19 21:01:56.185,"{'screen_name': 'cp', 'filters': 'cid~1100'}"
61100,60a5798e0da2c6793191dca1,MC43Y3lvczRmZXpqNg==,/fn/nop,screen_view_cp,2021-05-19 21:01:56.252,"{'screen_name': 'cp', 'filters': 'cid~1100'}"
61108,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,screen_view_lfp,2021-05-20 04:58:53.130,"{'screen_name': 'lfp', 'filters': 'cid~2002,type~classic-tote'}"
61117,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5zaXVpdXg5bGlx,/fn/nop,screen_view_lfp,2021-05-20 04:58:01.093,"{'screen_name': 'lfp', 'filters': 'brand~apple,cid~1101,model~iphone-12-pro'}"
61123,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/bag/remove,remove_from_cart,2021-05-20 04:58:46.854,"{'currency': 'INR', 'value': 1999, 'items': [[{'key': 'item_id', 'value': 'TURQ-STRI-DOB-TOT-BAG', 'type': 'STRING'}, {'key': 'item_name', 'value': 'Turquoise Stripes Classic Tote Bag', 'type': 'STRING'}, {'key': 'item_category', 'value': '2002', 'type': 'STRING'}, {'key': 'price', 'value': 1999, 'type': 'DOUBLE'}, {'key': 'quantity', 'value': 1, 'type': 'INTEGER'}]]}"
61124,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,screen_view_cp,2021-05-20 04:56:17.284,"{'screen_name': 'cp', 'filters': ''}"
61131,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5zaXVpdXg5bGlx,/fn/nop,screen_view_lp,2021-05-20 04:58:07.794,"{'screen_name': 'lp', 'filters': 'brand~samsung,cid~1101,model~galaxy-s21-ultra'}"
61146,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,screen_view_cp,2021-05-20 04:59:10.789,"{'screen_name': 'cp', 'filters': 'cid~2000'}"
61151,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/pagination,,2021-05-20 04:59:20.316,
61154,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5zaXVpdXg5bGlx,/fn/pagination,,2021-05-20 04:56:59.938,
61164,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5zaXVpdXg5bGlx,/fn/,,2021-05-20 04:58:00.332,
61220,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5zaXVpdXg5bGlx,/dailyobjects-commando-series-black-clear-case-cover-for-samsung-galaxy-s21-ultra/dp,,2021-05-20 04:58:15.420,
61237,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5zaXVpdXg5bGlx,/fn/,,2021-05-20 04:57:37.402,
61238,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5zaXVpdXg5bGlx,/watch-bands/apple/lp,,2021-05-20 04:57:18.401,
61262,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5zaXVpdXg5bGlx,/fn/pagination,,2021-05-20 04:57:29.629,
61278,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5zaXVpdXg5bGlx,/fn/nop,screen_view_lfp,2021-05-20 04:58:08.244,"{'screen_name': 'lfp', 'filters': 'brand~samsung,cid~1101,model~galaxy-s21-ultra'}"
61287,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,view_cart,2021-05-20 04:58:42.118,"{'currency': 'INR', 'value': 3798, 'items': [[{'key': 'item_id', 'value': 'LUSH-MIDN-DOB-ORBIS-CROSSBODY-BAG', 'type': 'STRING'}, {'key': 'item_name', 'value': 'Lush Midnight - Orbis Crossbody Bag', 'type': 'STRING'}, {'key': 'item_category', 'value': '2001', 'type': 'STRING'}, {'key': 'price', 'value': 1799, 'type': 'DOUBLE'}, {'key': 'quantity', 'value': 1, 'type': 'INTEGER'}], [{'key': 'item_id', 'value': 'TURQ-STRI-DOB-TOT-BAG', 'type': 'STRING'}, {'key': 'item_name', 'value': 'Turquoise Stripes Classic Tote Bag', 'type': 'STRING'}, {'key': 'item_category', 'value': '2002', 'type': 'STRING'}, {'key': 'price', 'value': 1999, 'type': 'DOUBLE'}, {'key': 'quantity', 'value': 1, 'type': 'INTEGER'}]]}"
61313,60a5daf60da2c6793191eac5,MC52Z2U0NmthcW9kOA==,/fn/pagination,,2021-05-20 05:51:58.971,
61324,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5zaXVpdXg5bGlx,/watch-bands/apple/lp,,2021-05-20 04:57:59.356,
61330,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,screen_view_cp,2021-05-20 04:58:24.120,"{'screen_name': 'cp', 'filters': ''}"
61332,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,screen_view_dp,2021-05-20 04:58:51.519,"{'screen_name': 'dp', 'filters': 'pid~TURQ-STRI-DOB-TOT-BAG'}"
61360,60a5daf60da2c6793191eac5,MC52Z2U0NmthcW9kOA==,/fn/pagination,,2021-05-20 05:51:35.441,
61425,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,view_cart,2021-05-20 04:58:50.371,"{'currency': 'INR', 'value': 1799, 'items': [[{'key': 'item_id', 'value': 'LUSH-MIDN-DOB-ORBIS-CROSSBODY-BAG', 'type': 'STRING'}, {'key': 'item_name', 'value': 'Lush Midnight - Orbis Crossbody Bag', 'type': 'STRING'}, {'key': 'item_category', 'value': '2001', 'type': 'STRING'}, {'key': 'price', 'value': 1799, 'type': 'DOUBLE'}, {'key': 'quantity', 'value': 1, 'type': 'INTEGER'}]]}"
61438,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5zaXVpdXg5bGlx,/fn/nop,view_item,2021-05-20 04:59:12.816,"{'currency': 'INR', 'value': 3499, 'items': [[{'key': 'item_id', 'value': 'PORT-MULT-FUN-UV-STER-CHRGE', 'type': 'STRING'}, {'key': 'item_name', 'value': 'Portable UV Sterilizer with Wireless Charging', 'type': 'STRING'}, {'key': 'item_category', 'value': '1502', 'type': 'STRING'}, {'key': 'price', 'value': 3499, 'type': 'DOUBLE'}, {'key': 'quantity', 'value': 1, 'type': 'INTEGER'}]]}"
61464,60a5daf60da2c6793191eac5,MC52Z2U0NmthcW9kOA==,/fn/pagination,,2021-05-20 05:52:09.174,
61501,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5zaXVpdXg5bGlx,/fn/nop,screen_view_dp,2021-05-20 04:59:13.428,"{'screen_name': 'dp', 'filters': 'pid~PORT-MULT-FUN-UV-STER-CHRGE'}"
61507,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5zaXVpdXg5bGlx,/fn/nop,screen_view_lp,2021-05-20 04:57:19.244,"{'screen_name': 'lp', 'filters': 'brand~apple,cid~1801'}"
61532,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/sale/cp,,2021-05-20 04:59:19.857,
61543,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5zaXVpdXg5bGlx,/fn/nop,screen_view_lfp,2021-05-20 04:57:38.095,"{'screen_name': 'lfp', 'filters': 'brand~apple,cid~1801'}"
61559,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,screen_view_lfp,2021-05-20 04:59:04.493,"{'screen_name': 'lfp', 'filters': 'cid~2002'}"
61563,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/bp,,2021-05-20 04:58:41.887,
61564,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/tote-bags/lp,,2021-05-20 04:58:58.673,
61644,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,screen_view_cp,2021-05-20 04:59:18.272,"{'screen_name': 'cp', 'filters': 'cid~2000'}"
61645,e8610bbf-b03e-43f7-a6d3-f9e6c6348d01,MC5zaXVpdXg5bGlx,/portable-multi-functional-uv-sterilizer-wireless-charger/dp,,2021-05-20 04:59:11.925,
61652,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,view_cart,2021-05-20 04:58:47.518,"{'currency': 'INR', 'value': 1799, 'items': [[{'key': 'item_id', 'value': 'LUSH-MIDN-DOB-ORBIS-CROSSBODY-BAG', 'type': 'STRING'}, {'key': 'item_name', 'value': 'Lush Midnight - Orbis Crossbody Bag', 'type': 'STRING'}, {'key': 'item_category', 'value': '2001', 'type': 'STRING'}, {'key': 'price', 'value': 1799, 'type': 'DOUBLE'}, {'key': 'quantity', 'value': 1, 'type': 'INTEGER'}]]}"
61657,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/tote-bags/lp,,2021-05-20 04:59:03.688,
61670,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/sale/cp,,2021-05-20 04:59:16.681,
61684,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/backpacks/lp,,2021-05-20 04:59:48.832,
61686,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/backpacks/lp,,2021-05-20 04:59:32.075,
61688,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/pagination,,2021-05-20 04:59:29.534,
61691,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,screen_view_cp,2021-05-20 05:00:08.513,"{'screen_name': 'cp', 'filters': 'cid~2000'}"
61796,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/pagination,,2021-05-20 04:59:50.156,
61852,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/pouches/lp,,2021-05-20 05:00:41.014,
61860,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/backpacks/lp,,2021-05-20 04:59:32.075,
61926,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,screen_view_lp,2021-05-20 04:59:03.879,"{'screen_name': 'lp', 'filters': 'cid~2002'}"
61928,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/pagination,,2021-05-20 05:01:02.496,
61959,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/pagination,,2021-05-20 05:00:15.969,
61992,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/pagination,,2021-05-20 04:59:31.188,
62072,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/pagination,,2021-05-20 05:01:06.277,
62077,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/tote-bags/lp,,2021-05-20 04:58:56.942,
62090,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/pagination,,2021-05-20 04:59:46.235,
62125,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/,,2021-05-20 05:00:28.243,
62154,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,screen_view_cp,2021-05-20 05:01:17.516,"{'screen_name': 'cp', 'filters': 'cid~2000'}"
62212,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,screen_view_cp,2021-05-20 05:01:22.656,"{'screen_name': 'cp', 'filters': ''}"
62259,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/sale/cp,,2021-05-20 05:01:24.907,
62274,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,screen_view_lfp,2021-05-20 05:00:28.515,"{'screen_name': 'lfp', 'filters': 'cid~2005'}"
62328,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,screen_view_lfp,2021-05-20 05:01:01.649,"{'screen_name': 'lfp', 'filters': 'cid~2005'}"
62333,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/sleeves/lp,,2021-05-20 05:00:03.995,
62373,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,screen_view_lp,2021-05-20 05:00:04.427,"{'screen_name': 'lp', 'filters': 'cid~2004'}"
62436,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,view_item,2021-05-20 05:00:43.296,"{'currency': 'INR', 'value': 799, 'items': [[{'key': 'item_id', 'value': 'CORN-BLUE-BLOO-DOB-CLUTCH-LARGE', 'type': 'STRING'}, {'key': 'item_name', 'value': 'Cornflower Blue Blooms Jumbo Stash Pouch', 'type': 'STRING'}, {'key': 'item_category', 'value': '2005', 'type': 'STRING'}, {'key': 'price', 'value': 799, 'type': 'DOUBLE'}, {'key': 'quantity', 'value': 1, 'type': 'INTEGER'}]]}"
62450,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/sleeves/lp,,2021-05-20 04:59:53.776,
62476,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/pagination,,2021-05-20 05:00:25.536,
62558,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/pagination,,2021-05-20 05:01:04.622,
62559,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,screen_view_cp,2021-05-20 05:01:25.253,"{'screen_name': 'cp', 'filters': ''}"
62560,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,screen_view_cp,2021-05-20 05:01:25.271,"{'screen_name': 'cp', 'filters': ''}"
62581,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/pagination,,2021-05-20 04:59:31.188,
62586,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/pagination,,2021-05-20 05:01:08.637,
62629,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/pagination,,2021-05-20 05:00:59.954,
62641,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/,,2021-05-20 05:01:23.620,
62643,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/,,2021-05-20 04:58:52.634,
62680,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,screen_view_cp,2021-05-20 05:01:25.253,"{'screen_name': 'cp', 'filters': ''}"
62701,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/sale/cp,,2021-05-20 04:59:51.038,
62709,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,screen_view_lp,2021-05-20 05:00:10.734,"{'screen_name': 'lp', 'filters': 'cid~2005'}"
62808,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,screen_view_cp,2021-05-20 05:01:23.699,"{'screen_name': 'cp', 'filters': 'cid~1200'}"
62810,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/crossbody-bags/lp,,2021-05-20 05:01:23.748,
62819,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,screen_view_lfp,2021-05-20 05:00:55.387,"{'screen_name': 'lfp', 'filters': 'cid~2005,size~large'}"
62843,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,screen_view_cp,2021-05-20 04:59:06.658,"{'screen_name': 'cp', 'filters': ''}"
62857,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,screen_view_lfp,2021-05-20 05:00:39.188,"{'screen_name': 'lfp', 'filters': 'cid~2005,size~small'}"
62897,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,view_item,2021-05-20 04:59:58.857,"{'currency': 'INR', 'value': 1899, 'items': [[{'key': 'item_id', 'value': 'BLUE-BALLISTIC-NYLON-MCA15', 'type': 'STRING'}, {'key': 'item_name', 'value': 'Blue Ballistic Nylon Zippered Sleeve For Laptop/MacBook 38.01cm (15\\in.)', 'type': 'STRING'}, {'key': 'item_category', 'value': '2004', 'type': 'STRING'}, {'key': 'price', 'value': 1899, 'type': 'DOUBLE'}, {'key': 'quantity', 'value': 1, 'type': 'INTEGER'}]]}"
62940,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/,,2021-05-20 05:00:54.846,
62974,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,screen_view_lp,2021-05-20 04:59:30.893,"{'screen_name': 'lp', 'filters': 'cid~2007'}"
62986,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/fn/nop,screen_view_cp,2021-05-20 05:00:08.560,"{'screen_name': 'cp', 'filters': 'cid~2000'}"
63071,60a5e187cfb72611e06f5d2d,MC54NG5sM3R1Y2xt,/pouches/lp,,2021-05-20 05:01:00.900,
